"sensorId","obsCount","outlierCount","rate","shape","ppv","sensitivity","f1","AIC","BIC","lglk"
2,256832,130,643.393478652058,69.9813293349219,0.269151138716356,1,0.424143556280587,-1498027.78348566,-1498006.87113076,749015.891742832
3,192506,97,657.777709230532,82.0166411550574,0.414096916299559,0.969072164948454,0.580246913580247,-601246.078078919,-601225.742313717,300625.039039459
4,122627,62,664.721161812446,43.6263024570422,0.247011952191235,1,0.396166134185303,-780064.184166204,-780044.750361191,390034.092083102
5,408187,202,551.816311484642,56.3929421543146,0.0628891656288917,1,0.11833626244874,-1969285.74623957,-1969263.90727821,984644.873119785
7,316954,159,506.993225727968,60.9577224215812,0.0596846846846847,1,0.112646121147715,-1724213.99813344,-1724192.66510958,862108.999066722
8,80592,42,671.116607625491,64.3972833213481,0.347107438016529,1,0.515337423312883,-482718.916041883,-482700.321732547,241361.458020942
9,143626,72,648.238573986301,79.2289530901932,0.211143695014663,1,0.348668280871671,-820330.751397863,-820311.001461907,410167.375698931
10,427183,211,551.962101676239,73.1170287470094,0.0654263565891473,1,0.122817229336438,-2081394.12108569,-2081372.19115014,1040699.06054284
11,68977,36,533.453567028085,56.1183165786078,0.0694980694980695,1,0.129963898916967,-388968.409394829,-388950.126338039,194486.204697414
12,358340,179,28.8254541976476,2.7285383199471,0.0324558240173098,0.502793296089385,0.0609756097560976,-1254732.00565512,-1254710.42718005,627368.00282756
14,104121,54,421.055012053581,60.7339917872105,0.198529411764706,1,0.331288343558282,-528341.558716768,-528322.452098841,264172.779358384
15,300696,145,368.297216670677,43.0091765824098,0.0356352912263455,1,0.0688182249644044,-912229.412985541,-912208.185275408,456116.70649277
17,119725,58,553.515598617664,74.7366395509872,0.0727728983688833,1,0.135672514619883,-646862.366005203,-646842.980099752,323433.183002601
18,105926,54,529.112262839087,83.9439501605168,0.0623556581986143,1,0.117391304347826,-549565.267816247,-549546.126824215,274784.633908123
20,412519,208,510.172010476225,51.366614063614,0.299280575539568,1,0.460686600221484,Inf,Inf,-Inf
21,19355,10,453.61705480643,62.2255238647148,0.0649350649350649,1,0.121951219512195,-99370.5568127475,-99354.8154006214,49687.2784063737
22,40776,22,639.866431621866,58.0615955576396,0.215686274509804,1,0.354838709677419,Inf,Inf,-Inf
23,54414,27,666.577656892242,60.4465394467644,0.247706422018349,1,0.397058823529412,-328394.145018969,-328376.336265463,164199.072509484
24,425919,210,579.0489768738,77.7112901310938,0.0852965069049553,1,0.157185628742515,-2092031.70337912,-2092009.77937019,1046017.85168956
25,33745,18,574.952573680388,109.803067310168,0.0978260869565217,1,0.178217821782178,-171562.064391387,-171545.211216313,85783.0321956936
26,289835,146,652.389903779528,89.9422445891562,0.444816053511706,0.910958904109589,0.597752808988764,-1612924.72620012,-1612903.57206597,806464.363100059
28,316380,160,433.763634512281,42.4892526434023,0.0400902029566525,1,0.0770898578655746,-1734118.30095604,-1734096.97155743,867061.150478019
29,262591,131,563.69662753946,62.2178595486287,0.0905947441217151,1,0.166138237159163,-1354818.94997045,-1354797.99326452,677411.474985226
30,88684,46,506.131906343836,54.8809102836985,0.0592020592020592,1,0.111786148238153,-491483.120545283,-491464.334875746,245743.560272641
31,357128,175,242.102368620675,40.2240830887578,0.0999428897772701,1,0.181723779854621,-1584069.89418712,-1584048.32248804,792036.947093561
33,49229,25,558.98388899037,75.8836399928795,0.0968992248062016,1,0.176678445229682,-267893.818767836,-267876.210291516,133948.909383918
